time,symbol,timeframe,data_source,close,spread,ema_20,ema_50,sma_50,sma_200,trend_macd,trend_macd_signal,trend_adx,momentum_rsi,momentum_stoch_rsi,momentum_wr,volatility_atr,atr_pct,volatility_bbw,volatility_dcp,volume_adi,volume_obv,pivot_point,pivot_support_1,pivot_resistance_1,fib_618_20,realized_vol_20,close_zscore_20,trend_regime,trend_strength_regime,volume_is_proxy
2026-04-21 19:00:00+00:00,EURUSD,1h,yfinance,1.1752262115478516,,1.1762992187563885,1.1772242849128656,1.1772453546524049,1.1761479020118712,-0.000838821284003366,-0.0006124983633418662,23.08919375984282,39.51947521109206,0.5092862173189971,-51.339746153360416,0.001345356881683913,0.0011447641896209818,0.45342896316487075,0.42418348623853214,40163.621140329815,64812.125120206925,1.1742146809895833,1.1734793583552041,1.1751335064570108,1.1749521493911743,0.0021528218844341844,-1.06719112052048,bearish,ranging,True
2026-04-21 19:00:00+00:00,GBPUSD,1h,yfinance,1.351101279258728,,1.3513037060881041,1.3519561832541955,1.351845498085022,1.3507788878679277,-0.000435860807139532,-0.00038441365365592513,14.626333513475368,47.709681005967695,0.6497249977881637,-45.19641574350637,0.0017246296824979946,0.0012764621786489612,0.23213844380949103,0.5480358425649363,48013.965202170824,49432.995906554854,1.3498879273732503,1.348970333735148,1.3512908617655435,1.350054268360138,0.0024563750366429545,-0.2676934677359973,bearish,ranging,True
